TIC ID,prediction,F1 Score,AUC,Precision,Recall
422423972,1,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
374530847,0,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
431701493,0,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
353302490,1,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
353498819,1,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
39724477,1,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
294301883,0,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
255735567,0,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
405425498,1,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
467690903,1,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
331854794,1,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
9727392,0,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
1129033,0,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
262689575,1,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
281575427,0,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
148233571,0,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
293267224,1,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
92562123,1,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
197039766,1,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
387346503,1,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
101592219,1,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
149989864,0,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
337648770,1,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
397423462,1,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
313554509,1,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
429295277,0,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
137402055,0,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
167415965,1,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
247409676,1,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
422037524,1,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
188389305,1,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
272146465,0,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
241174783,0,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
220016044,0,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
424733642,1,0.9242424242424242,0.9206018518518518,0.9457364341085271,0.9037037037037037
