TIC ID,TOI,SG1B priority,SG2 priority,SG4 priority,SG5 priority,ESM,TSM,Predicted Mass (M_Earth),Spectroscopy Observations,View all TFOPWG Disposition,RA (deg),Dec (deg),Transit Epoch (BJD),Period (days),Duration (hours),Depth (mmag),Depth (ppm),Planet Radius (R_Earth),Planet Insolation (Earth flux),Planet Eq Temp (K),Planet SNR,Stellar Distance (pc),Stellar Teff (K),Stellar log(g) (cm/s2),Stellar Radius (R_Sun),Stellar Metallicity,Stellar Mass (M_Sun),Candidate
9833284,3762.01,3,3,4,4,21.1,72.9,37.61,2,3762.01,70.325641,55.933254,2458839.718032,0.6843601,0.762,0.782012,720.0,6.83269,2045.89,1873.0,12.0,476.182,6779.0,3.93,2.17,-0.077396,1.45,1
399967279,2537.01,3,3,4,4,3.0,25.4,317.0,2,2537.01,54.388266,10.057746,2459475.467243,94.099795410786,4.8738441880501,22.516744,20525.120110696,14.589088140651,7.4444740381935,421.28719065416,68.164986,184.986,4696.7,4.54,1.0142999887466,0.244,0.74,1
279514271,2339.01,4,3,4,4,9.7,26.5,98.44,0,2339.01,105.762026,-55.368285,2459964.335411,9.7728388,7.4907771676486,2.477979,2279.7003176249,12.023233247077,670.6896653622,1297.9266600832,27.037735,753.745,5636.8,3.66,2.4373099803925,0.0573276,1.0,1
320208949,3867.01,4,3,4,4,23.0,75.4,96.21,1,3867.01,193.655288,47.066242,2459653.142376,5.7310859,1.693,11.866565,10870.0,11.8502,60.3278,776.0,28.0,488.695,5552.1,4.37,1.07,0.126,0.98,1
207425167,1812.02,2,2,4,4,1.6,27.0,7.95,2,1812.02,242.747885,58.294553,2458902.48287,11.609818158049,3.562370472857,1.511941,1391.5795455408,2.7371460579562,35.696206429148,623.41215497636,13.273963,172.534,5059.36,4.62542,0.73869198560715,0.00263019,0.84,1
158325942,5255.01,4,3,4,4,30.8,74.6,110.52,0,5255.01,287.007826,45.396659,2459441.513501,2.612273,3.005,8.370639,7680.0,12.9095,989.904,1562.0,50.0,678.578,5874.0,4.14,1.45,0.16179,1.06,1
368628986,6983.01,2,2,4,4,1.0,19.9,7.75,2,6983.01,38.742213,9.845805,2459465.951361,31.157161301245,5.9839921882392,0.365519,336.59908409297,2.6946337516979,62.334574485473,716.64157465923,7.970287,171.467,6317.08,4.2542,1.3782999515533,-0.1724,1.244,1
50312495,1211.01,4,1,4,4,1.9,30.1,8.28,4,1211.01,31.178933,-73.126759,2460180.146446,18.1663644,2.464,0.677711,624.0,2.80447,16.6472,562.0,12.0,133.335,5572.9,3.83,1.14,-0.78,0.98,1
8400842,1676.01,5,5,5,5,132.2,166.8,317.0,0,1676.01,65.469581,57.817209,2459936.097333,3.1915241,2.712,9.524474,8734.0,16.3994,1033.99,1579.0,202.0,213.053,6673.0,4.13,1.69,-0.04,1.41,0
312811620,3788.01,3,3,4,4,50.7,55.1,317.0,17,3788.01,94.432577,54.381306,2458863.845509,3.0923729,3.061,7.845579,7200.0,15.1739,1605.66,1763.0,62.0,516.643,6510.2,4.07,1.76,-0.0290486,1.34,1
164260243,6162.01,4,3,4,4,108.5,153.9,317.0,4,6162.01,336.085732,34.158724,2459852.11669,1.8478843,2.809,12.850521,11766.0,18.4423,3803.45,2187.0,82.0,499.081,7218.8,4.21,1.65,0.238,1.62,1
437756191,6203.01,3,3,4,4,5.0,39.5,37.04,16,6203.01,5.599869,24.866985,2459855.605714,25.1745344,4.865,3.029083,2786.0,6.78671,30.5175,654.0,18.0,245.424,5776.9,4.16,1.41,0.397,1.035,1
7059054,5072.01,5,5,5,5,22.5,112.0,44.07,3,5072.01,126.936662,17.579327,2460255.017005,5.185768,2.356,14.209318,13002.0,7.50399,126.877,935.0,256.0,169.398,4664.8,4.68,0.65,0.110723,0.74,0
146523262,2465.01,2,2,4,4,5.9,59.7,10.13,4,2465.01,76.737031,-18.904621,2459174.839411,3.7592050392466,2.9961711626909,0.969032,892.11357237442,3.1563691190445,685.83725801439,1305.1938482541,11.337412,219.093,6808.4,4.59,1.01507,0.29,1.466,1
67743054,5647.01,4,3,4,4,28.6,99.6,80.83,19,5647.01,225.544641,31.967349,2459713.269594,4.0134273,1.445,11.438559,10480.0,10.7003,101.875,885.0,33.0,415.29,5935.2,4.42,1.06,0.106,1.08,1
268439377,4829.01,5,5,5,5,21.0,50.7,82.68,0,4829.01,116.835959,-49.122453,2459279.259801,0.9855374,1.18,3.577961,3290.0,10.8393,1493.99,1732.0,17.0,1007.8,6198.4,4.02,1.76,-0.164454,1.19,0
248058363,3550.01,3,3,4,4,20.1,78.4,52.47,2,3550.01,325.383163,29.91356,2459851.638856,1.1239202,0.824,1.194967,1100.0,8.30438,1555.17,1749.0,15.0,632.507,7786.1,4.08,2.06,-0.107,1.84,1
174328045,6651.01,5,3,4,4,8.9,46.3,20.67,2,6651.01,15.78859,35.389041,2459872.883227,5.0569858,3.589,0.86133,793.0,4.79388,448.021,1281.0,18.0,212.128,5818.9,3.95,1.8,0.203757,1.047,0
239277658,7165.01,5,5,5,5,14.5,34.4,109.94,1,7165.01,300.102351,45.762192,2460534.504554,3.2509656793225,3.2261161114294,7.86555,7218.2612357673,12.829716116269,1175.1364450249,1493.281976888,7.5902185,1188.0,5757.0,4.09896,1.4995900392532,0.26,1.03,0
194461202,3599.01,3,3,4,4,21.5,71.7,68.06,1,3599.01,4.094988,38.298531,2458784.821961,3.2523102,2.711,12.459467,11410.0,9.6972,382.391,1231.0,21.0,481.258,5396.4,4.5,0.9,0.280127,0.94,1
219499488,4063.01,5,3,4,4,101.8,92.6,317.0,0,4063.01,244.369594,46.648021,2459666.271065,1.6323061577,1.8908720068474,13.579384,12429.186221743,15.854342654229,757.4076888071,1337.9878723136,27.263409,408.646,5099.9,4.45,0.91257500648499,0.143464,0.86,0
405269313,6865.01,4,3,4,4,9.4,37.6,20.19,0,6865.01,0.935669,11.332234,2460231.800776,2.4465664,1.753,3.020372,2778.0,4.74384,114.336,910.0,9.0,211.088,4185.5,4.37,0.88,0.113133,0.655,1
264678534,1611.01,5,1,4,4,5.5,119.5,6.18,27,1611.01,325.201645,84.333761,2460449.067902,16.2017137,2.696,0.978689,901.0,2.3594,14.4646,543.0,58.0,28.2938,5071.0,4.58,0.78,-0.07,0.85,0
144401492,1803.01,1,1,4,4,4.6,57.7,16.56,3,1803.01,178.046105,35.1718,2459659.055645,12.8858629,2.098,3.447251,3170.0,4.21693,18.3406,576.0,18.0,119.24,4868.61,4.6604,0.69,0.114053,0.793,1
366443426,4304.01,1,2,4,5,2.5,39.9,6.55,12,4304.01,126.615828,10.080371,2460266.657375,15.5718552,4.931,0.412658,380.0,2.44317,115.206,912.0,44.0,106.289,6352.33,4.30502,1.31,0.021,1.261,0
81247877,3915.01,4,3,4,4,95.6,224.1,122.25,3,3915.01,205.488716,17.300066,2459688.491692,2.2012625,2.175,28.2571,25690.0,13.6145,387.574,1236.0,122.0,275.019,5177.8,4.56,0.81,0.134422,0.878,1
101011575,560.01,5,4,4,4,12.1,159.8,7.39,11,560.01,129.688303,-13.256527,2459982.845399,6.3980642,2.004,1.79947,1656.0,2.62025,33.7178,671.0,33.0,31.5666,4695.0,4.5,0.63,-0.21,0.75,0
459913687,4198.01,3,3,4,4,24.1,70.6,101.75,0,4198.01,59.018561,3.610113,2458458.49423,4.746318,3.117,13.624255,12470.0,12.2509,290.335,1149.0,24.0,545.887,5648.0,4.36,1.09,0.0459514,1.0,1
449050248,953.01,5,5,5,5,210.4,263.7,317.0,0,953.01,67.552495,5.298431,2458441.29935,2.96844,3.663,14.23792,13028.0,19.3343,981.423,1559.0,209.0,204.316,5772.0,4.1,1.54,-0.16,1.19,0
268372005,4715.01,5,5,5,5,23.2,70.1,111.6,2,4715.01,105.00193,-2.339506,2459214.764692,6.4274159,1.277,4.28625,3940.0,12.9491,41.0821,705.0,11.0,583.6,6227.0,4.12,1.58,0.132,1.2,0
29169215,5584.01,1,1,4,4,1.8,38.9,9.27,2,5584.01,135.324512,47.452351,2459580.448333,18.6300789,3.4,1.760319,1620.0,3.01483,6.92991,452.0,15.0,69.0641,4092.4,4.5,0.75,0.128,0.64,1
431701493,5970.01,5,5,5,5,113.0,295.9,107.28,0,5970.01,348.993046,31.462751,2459825.800375,3.092759544887,2.2167203838303,32.177283,29201.522397401,12.64734435528,174.03102861532,926.3528059501,167.78441,140.998,4713.98,4.56492,0.75034099817276,0.042809,0.754,0
196261799,6197.01,4,3,4,4,18.2,60.2,69.55,0,6197.01,13.638808,43.848313,2459880.365159,3.7294859,3.315,7.749345,7112.0,9.77695,553.409,1351.0,22.0,549.225,5719.9,4.26,1.24,0.282,1.02,1
422881018,3623.01,3,3,4,4,13.2,46.6,83.48,1,3623.01,16.179358,40.614962,2459881.183645,5.7456862,3.339,10.299129,9441.0,10.8845,258.608,1117.0,18.0,736.788,5867.3,4.31,1.19,0.327,1.06,1
104195270,6696.01,5,5,5,5,111.7,194.0,317.0,9,6696.01,44.114507,48.008994,2459883.679951,3.6859957649991,5.1972226361446,14.188111,12982.721456441,23.322956988043,2647.6896260804,1829.5172893527,132.16777,531.121,6731.3,3.99257,1.9971899986267,0.079,1.43,0
175317833,3383.01,3,3,4,4,17.9,26.5,317.0,0,3383.01,152.043987,-1.217947,2459988.840025,9.7325799324109,1.6549887119679,12.118253,11099.266587673,14.877800533447,289.32838680708,1051.8831807808,18.251825,810.86,6300.4,4.26,1.3728499412537,-0.11,1.24,1
399868187,2473.01,4,3,4,4,192.4,220.7,317.0,18,2473.01,74.374979,10.416737,2459199.202773,1.2311781,2.756,3.874297,3562.0,17.567,27258.8,3579.0,18.0,284.183,6589.1,4.21,1.53,-0.097,1.373,1
308522539,5362.01,3,3,4,4,7.8,30.2,93.24,0,5362.01,75.369103,28.816605,2459505.662464,13.7279713,3.039,5.671473,5210.0,11.6412,59.8936,775.0,9.0,905.181,6416.5,4.16,1.57,-0.183,1.29,1
286132427,635.01,5,5,5,5,11.3,17.6,2.74,3,635.01,146.72453,-4.29824,2458517.43594,0.493379,1.5,0.211024,194.341058,1.503946,7066.3432822638,2338.3980084102,8.047397,58.7453,5914.0,4.46485,1.00635,0.106,1.05,0
9907513,5590.01,2,2,4,4,7.6,43.3,7.66,2,5590.01,110.689677,37.667511,2459606.061518,1.2749899,1.146,1.238445,1140.0,2.69399,201.011,1048.0,9.0,136.242,4216.7,4.48,0.78,0.044,0.66,1
284679064,2566.01,4,3,4,4,16.6,65.0,50.82,1,2566.01,195.312675,58.419067,2459664.11471,4.2102292,2.486,10.440533,9570.0,8.18232,132.499,945.0,39.0,343.975,4927.6,4.52,0.82,0.248634,0.81,1
266772500,3773.01,3,3,4,4,72.9,82.1,317.0,1,3773.01,61.496952,51.724323,2459912.938613,2.950809747031,2.169979300369,9.682432,8878.2030994184,19.443514214978,1793.3967876272,1659.7353595464,17.066338,683.852,5823.8,3.99,1.7074400186539,0.145,1.049,1
339733013,417.01,5,5,5,5,5.0,42.5,12.0,3,417.01,110.851802,-58.696738,2458328.37843,5.62162,2.675,0.63,580.083,3.35879,334.683,1191.0,26.0,186.807,5834.2,4.24,1.27,0.0378755,1.07,0
19684256,1901.01,5,5,5,5,74.8,71.0,317.0,0,1901.01,140.087589,-31.269212,2459278.312088,1.3666563,1.967,23.120905,21070.0,15.437,1310.22,1676.0,76.0,555.134,5790.4,4.44,1.02,-0.284288,1.04,0
399860444,2140.01,5,5,5,5,122.8,309.1,123.98,2,2140.01,286.808526,49.316421,2459012.510963,2.4706114180021,1.7944860211758,15.649912,14310.715975766,13.77034053413,817.56581928197,1363.799199278,260.52148,215.32,5854.0,4.45,1.0161299705505,-0.03,1.057,0
177077336,723.01,5,1,4,4,2.6,6.1,1.38,2,723.01,103.243335,-70.641686,2460192.912711,1.4178596,1.452,0.221513,204.0,1.10894,452.395,1284.0,20.0,80.9812,4907.96,4.57809,0.76,0.0501746,0.8,1
425163745,937.01,5,5,5,5,563.2,594.4,317.0,0,937.01,58.896845,-2.505949,2458438.55668,0.27664,0.72,17.147424,15669.3,24.4651,15418.8,3104.0,121.0,321.78,5341.6,4.09,1.78,-0.061,1.033,0
155898758,3913.01,3,3,4,4,21.9,76.2,48.64,1,3913.01,218.874035,48.083929,2459687.087393,4.0384773,1.185,8.84122,8110.0,7.98387,17.0069,565.0,31.0,186.628,4180.4,4.42,0.83,0.137,0.654,1
31605271,6406.01,3,3,4,4,62.4,157.6,95.56,0,6406.01,127.890276,-0.535341,2459984.134429,2.2314165,1.255,19.292378,17612.0,11.7385,106.977,895.0,59.0,322.174,4956.1,4.59,0.75,0.087,0.817,1
50379036,4350.01,4,2,4,4,1.8,4.4,2.68,1,4350.01,32.883907,-76.107434,2458328.385359,4.8759656279962,3.337273743965,0.168118,154.83067702309,1.4450569092721,440.17215720564,1168.2220294716,8.395076,103.01,5937.0,4.35104,1.1487499475479,0.18,1.08,1
377024332,6876.01,5,5,5,5,2.5,34.9,8.25,2,6876.01,147.221565,8.974037,2460282.740869,15.1771428,4.556,0.584283,538.0,2.80249,115.579,913.0,11.0,140.69,6200.0,4.25,1.36,-0.05,1.19,0
141412823,4421.01,5,5,5,5,1.1,13.1,10.24,1,4421.01,84.237192,-75.611421,2460151.66684,21.7004042,9.415,0.440898,406.0,3.16777,224.371,1078.0,23.0,300.427,5788.7,4.22,1.78,-0.134461,1.08,0
452903647,4790.01,5,3,4,4,50.3,51.3,317.0,0,4790.01,121.334804,4.441215,2459964.406443,1.610243547454,2.325871056974,5.925235,5442.4785934016,16.83204854946,3426.343546184,1951.3154177991,9.369143,954.883,6080.2,4.15,1.4865100383759,0.085,1.14,0
6653897,5450.01,5,5,5,5,7.4,50.1,10.31,0,5450.01,81.051235,20.590643,2459549.122766,0.8857522,1.579,0.825473,760.0,3.19978,3880.86,2198.0,11.0,317.566,6238.2,4.42,1.13,-0.13,1.208,0
195187769,5550.01,2,2,4,4,1.6,26.7,5.61,3,5550.01,128.926789,20.373489,2460259.180414,13.955959,3.293,0.432209,398.0,2.22304,58.904,771.0,29.0,139.794,5923.8,4.36,1.13,-0.0254857,1.08,1
336264393,7213.01,3,3,4,4,2.9,27.9,58.5,1,7213.01,281.454859,40.830761,2460475.688854,36.9870862,3.771,6.479426,5950.0,8.83849,16.1862,558.0,18.0,543.434,6110.1,4.38,1.14,-0.11277,1.15,1
18373995,4617.01,3,3,4,4,72.4,83.3,317.0,19,4617.01,71.022672,22.567602,2459474.422251,3.4878753754239,2.8827447213175,19.824645,18093.484206464,16.885107095758,706.39714259055,1314.8674761235,86.83897,333.973,5752.44,4.27789,1.220409989357,0.254,1.03,1
9727392,236.01,5,5,5,5,133.5,275.1,317.0,1,236.01,358.444734,-10.884958,2458355.325711,4.534451,4.936391,25.902599,23574.842911,23.183789,1003.7032592546,1435.5591220119,162.49565,502.927,6421.5,4.19,1.47459,-0.31,1.29,0
271893367,150.01,5,3,4,4,40.6,104.4,125.8,2,150.01,112.965421,-73.606036,2459995.645628,5.8574075375973,5.8548029293452,7.069098,6489.7302345787,13.889276153257,750.92202731432,1335.1143400762,157.52177,336.267,5982.9,4.03,1.6798700094223,0.211186,1.1,0
125739286,1934.01,5,5,5,5,87.5,127.9,317.0,0,1934.01,215.122762,-31.20207,2459351.553003,4.5111234,4.525,12.195915,11170.0,18.5483,1085.35,1599.0,176.0,356.391,6540.6,4.26,1.71,-0.29,1.34,0
304142124,1793.01,1,3,4,4,4.0,121.3,17.51,3,1793.01,164.856336,-56.623556,2460017.429225,55.087,5.709,2.727535,2509.0,4.36639,16.5899,562.0,82.0,36.9941,5175.0,4.51,0.87,0.207904,0.87,0
155012162,5548.01,2,2,4,4,1.7,28.4,7.58,2,5548.01,143.919696,16.097471,2459536.496887,18.969001418198,3.3431045512655,0.646271,595.06062799278,2.6609357492128,52.086183440184,685.17322532795,8.070707,134.736,5551.25,4.36023,1.0816600322723,0.368,0.978,1
260609205,219.01,5,5,5,5,74.9,166.5,317.0,3,219.01,97.453898,-57.254816,2460184.852236,4.4617754827028,5.4532494322096,20.666618,18854.643190857,31.966092197526,2086.0189812267,1723.6509121572,229.61232,1131.15,6354.0,4.24472,2.2389199733734,-0.194636,1.19,0
335813590,5627.01,4,3,4,4,42.2,167.8,104.34,2,5627.01,183.197314,13.237495,2459641.138875,7.5575607395815,2.0233140665572,19.452507,17756.876605971,12.441523768969,61.005731793171,712.79133211677,47.952286,193.533,4893.71,4.57637,0.76276797056198,-0.0718116,0.8,1
156648452,3912.01,5,3,4,4,45.2,45.2,317.0,4,3912.01,215.801496,24.076564,2459687.370442,3.4936188,3.355,10.615944,9730.0,14.2355,628.664,1394.0,69.0,465.992,5779.5,4.15,1.42,0.167,1.04,0
258741560,6112.01,3,3,4,4,17.6,67.9,41.95,6,6112.01,332.453393,22.566069,2459852.026484,1.8859353,1.373,2.387987,2197.0,7.26339,721.952,1444.0,15.0,471.571,6556.9,4.18,1.57,0.106,1.36,1
14661418,751.01,5,5,5,5,45.9,142.9,99.38,0,751.01,174.009869,-29.543364,2458570.990969,4.7228159573588,2.1894173969358,24.902903,22675.381267129,12.089800504003,111.29895566305,828.40463832806,119.71721,229.518,4803.0,4.64154,0.79323500394821,0.024189,0.757,0
243014114,4512.01,5,5,5,5,1.6,33.1,10.86,4,4512.01,60.792973,16.347166,2459450.83655,19.562045793642,6.4231416597703,1.51872,1397.8148985457,3.2870868436943,10.955454299055,464.01000769171,13.551531,99.9293,4246.8,4.5,0.75889199972153,-0.029416,0.66,0
122981686,6439.01,5,3,4,4,57.0,83.1,317.0,2,6439.01,118.154066,-4.335076,2459982.473246,2.9896663,2.168,15.253758,13951.0,19.5222,640.322,1401.0,65.0,840.511,6689.6,4.15,1.67,-0.02,1.42,0
305243225,5798.01,5,5,5,5,105.6,230.2,129.15,0,5798.01,306.123908,16.762146,2459770.519892,1.2129138542488,2.1862784814733,15.987632,14617.267958344,14.104957706447,2796.2341961252,1854.6550021975,126.76937,364.813,5918.23,4.34796,1.1517599821091,0.156301,1.078,0
332022997,5123.01,5,5,5,5,4.8,44.6,6.84,1,5123.01,132.16988,20.455016,2459501.145179,3.2810298609871,1.9734854290299,1.264103,1163.6040256791,2.504482631775,161.24757513588,908.85174972845,11.232783,123.438,4783.6,4.59,0.73534500598908,-0.023,0.772,0
220396259,379.01,5,5,5,5,7.9,48.9,9.61,0,379.01,68.891541,-56.138849,2458354.70968,0.91677,1.337,0.3,276.272,3.12766,4151.31,2236.0,26.0,231.803,5825.0,4.04,1.71,-0.28,1.07,0
19519368,494.01,1,4,2,4,6.6,59.3,4.5,3,494.01,124.695407,-6.785921,2459987.549589,1.7018818,1.551,0.619046,570.0,1.96356,400.827,1246.0,13.0,89.9559,4985.0,4.67,0.8,0.124,0.83,1
138968089,1429.01,5,5,5,5,13.0,48.5,20.97,0,1429.01,295.101088,40.986723,2458711.558151,0.64125576252515,1.1161081567625,1.118379,1029.5348333251,4.8412019623896,10373.519211705,2573.9569470793,7.2701707,435.255,5854.65,4.1262,1.47292,0.102,1.058,0
422618449,6836.01,5,5,5,5,5.1,73.2,7.31,0,6836.01,353.954352,0.444704,2460229.092386,9.100412,2.181,1.178663,1085.0,2.59387,28.6373,644.0,13.0,62.4491,5013.7,4.58,0.77,-0.144,0.83,0
354032153,7024.01,4,3,4,4,52.0,105.9,98.72,0,7024.01,168.703812,53.511708,2459634.914183,1.9639208,1.467,33.689822,30553.0,12.0421,74.4726,818.0,22.0,270.872,3914.3,4.52,0.71,-1.224,0.61,1
347013211,2045.01,3,3,4,4,26.2,82.8,108.19,7,2045.01,1.119248,54.934497,2459873.067934,9.07763,5.928,6.437922,5912.0,12.6842,388.441,1236.0,32.0,366.962,6125.9,4.03,1.72,0.072,1.157,1
373729723,5640.01,5,5,5,5,47.2,108.3,317.0,10,5640.01,193.406978,24.373263,2459645.758477,13.0518467,3.333,43.27062,39070.0,17.0183,25.631,626.0,148.0,257.567,5268.9,4.55,0.83,0.2775,0.9,0
468981993,2556.01,5,3,4,4,21.5,92.6,65.98,26,2556.01,128.702871,8.569483,2459966.962573,8.014932333603,4.6198374294043,4.816646,4426.4689117794,9.502128589212,320.07373040909,1078.7784380104,48.22628,277.281,5886.2,4.25,1.3302799463272,0.29018,1.129,0
239134248,3812.01,4,3,4,4,42.7,129.5,100.4,2,3812.01,112.194386,34.185355,2459602.230996,3.8850000507306,2.8815405057619,19.834285,18102.202403,12.162717365078,268.03769096649,1031.9739071954,130.12819,339.069,5382.2,4.51,0.89314997196197,0.248819,0.934,1
167754523,409.01,5,5,5,5,1.4,6.0,1.34,10,409.01,104.181674,-60.687954,2459193.22371,6.7992776,1.58,0.228029,210.0,1.09621,30.7937,656.0,10.0,53.3027,4913.8,4.54,0.73,-0.09,0.82,0
252912175,3797.01,3,3,4,4,12.2,62.6,88.4,2,3797.01,104.840901,48.30288,2459586.242515,17.6229161,2.976,9.191553,8430.0,11.2819,23.6888,614.0,41.0,400.069,5973.8,4.31,1.21,0.207091,1.1,1
202426247,1860.01,5,1,4,4,5.5,14.5,1.31,5,1860.01,226.456731,64.047682,2460367.147621,1.0662082,1.142,0.163959,151.0,1.0883,876.703,1515.0,19.0,45.864,5668.0,4.51,0.93,0.03,1.01,0
237632488,2747.01,5,3,4,4,81.0,75.5,317.0,0,2747.01,103.503578,4.293583,2459212.781596,0.5209929,1.101,9.344859,8570.0,18.4513,4262.45,2251.0,32.0,995.15,6116.2,3.89,2.01,-0.446,1.15,0
284173938,3751.01,3,3,4,4,42.9,109.9,124.53,1,3751.01,68.629023,32.476637,2459910.877562,2.9157041,3.375,13.800181,12630.0,13.8344,1361.85,1692.0,49.0,613.765,6400.6,4.39,1.2,0.158,1.28,1
267694283,1656.01,5,5,5,5,0.4,102.1,317.0,1,1656.01,63.230018,53.68705,2459935.313412,1112.7562924,9.386,7.265027,6669.0,20.062,617.103,1388.0,126.0,106.477,6324.0,4.34,1.26,-0.102,1.248,0
55525572,813.01,1,3,4,4,2.1,23.1,41.34,1,813.01,72.69401,-60.905461,2459125.846913,83.896243409579,13.033084610315,1.322877,1217.6723244725,7.2168831818719,29.583274792134,594.81417751145,28.517313,263.145,5823.7,3.77,2.0435400009155,-0.03,1.05,0
219401954,765.01,5,5,5,5,7.5,53.2,6.93,2,765.01,78.165188,-53.743438,2458570.226021,0.861484,1.293669,0.311334,286.708078,2.512038,10152.614938853,2560.1430249664,8.275544,168.781,5724.7,3.82,1.45505,-0.24,1.02,0
39724477,2729.01,4,3,4,4,60.5,192.6,106.46,2,2729.01,90.095814,-3.757326,2459211.895505,4.0350169,2.108,27.956263,25420.0,12.5268,126.805,934.0,100.0,245.949,5240.2,4.64,0.75,0.186,0.895,1
14344979,1927.01,5,5,5,5,67.5,84.3,317.0,1,1927.01,163.788852,-0.737066,2459255.860453,4.1117730895596,2.1575647623047,24.172719,22017.885353716,15.411280524416,268.71761507461,1032.6277307885,112.168434,325.377,5424.8,4.49,0.91616398096085,-0.49,0.94,0
300011941,4357.01,5,5,5,5,1.3,2.6,2.3,0,4357.01,106.913225,-66.406577,2458327.104401,1.8141215209421,4.6006154023599,0.140508,129.4041201275,1.3180464430918,1468.5674284087,1578.8585470858,7.3588576,189.148,5789.58,4.35115,1.1271300315857,-0.117411,1.04,0
453410966,3789.01,4,3,4,4,22.7,77.6,77.23,0,3789.01,115.084361,49.078607,2459602.973528,4.1200039979965,1.9086349021183,14.574885,13334.265135938,10.423614331537,270.68761121925,1034.5151246398,26.319288,475.616,5497.6,4.51,0.90284198522568,0.382946,0.96,1
426032475,6729.01,4,1,4,4,1.7,20.2,5.81,0,6729.01,45.310382,-75.203308,2460194.739442,7.8374554,4.754,0.204138,188.0,2.26966,467.43,1295.0,13.0,186.378,6289.7,3.99,1.86,-0.32,1.23,1
125520907,6019.01,4,3,4,4,24.0,77.4,100.78,2,6019.01,355.09135,35.94084,2459862.347647,14.546524487438,5.488163724777,3.50478,3222.8170072005,12.189719034597,249.65011130107,1013.8009423405,14.761625,260.342,5559.5,3.84,1.9794100522995,0.163,0.98,1
421894914,1056.01,5,1,4,4,4.3,40.3,9.55,3,1056.01,339.258703,-76.917605,2458326.062424,5.3079506597058,3.2158593571658,0.425022,391.38309342211,3.0486927928188,603.24011159537,1263.986112852,13.572738,168.354,6124.3,4.38,1.3696299791336,0.18,1.16,1
437248515,683.01,5,5,5,5,86.7,119.0,317.0,0,683.01,169.43886,-19.054778,2459303.595258,3.4058895034145,2.6582988566035,16.949758,15490.079535558,17.286106450502,970.94173251907,1423.6985463093,181.18709,383.829,6302.0,4.30907,1.268669962883,-0.08,1.2,0
92562123,2242.01,3,3,4,4,8.2,34.1,37.23,0,2242.01,315.171774,-35.871099,2459041.75877,6.53144,5.713,0.760281,700.0,6.77621,808.553,1485.0,9.0,349.478,6037.2,3.66,2.58,-0.494098,1.12,1
186292194,3632.01,4,3,4,4,31.0,93.5,110.07,8,3632.01,17.093448,37.700652,2459876.908195,3.2403602,3.216,10.5688,9687.0,12.8678,1165.99,1627.0,30.0,635.54,6605.4,4.31,1.36,-0.036,1.38,1
292469572,6289.01,3,3,4,4,23.9,71.9,92.27,0,6289.01,32.619714,43.97503,2459905.132375,3.7077543,2.662,10.816605,9913.0,11.5364,317.476,1175.0,26.0,608.995,5620.2,4.4,1.04,0.305,1.0,1
405717754,2175.01,5,5,5,5,42.5,63.6,317.0,26,2175.01,286.243446,50.040367,2459770.377734,4.4379726582844,4.7176624129258,17.7578,16222.512504349,20.356533665823,944.87251350541,1414.044423506,84.43825,881.386,5967.0,4.08,1.569659948349,0.05,1.09,0
353498819,3803.01,4,3,4,4,21.1,56.2,115.77,2,3803.01,107.173813,38.18106,2459603.238059,2.5492773,2.301,4.318952,3970.0,13.2377,1223.62,1647.0,25.0,1039.33,6862.4,3.98,2.07,0.093,1.49,1
238920875,2329.01,3,3,3,3,21.2,69.7,81.49,9,2329.01,94.278691,-52.338502,2459966.265304,6.5346715,3.304,6.938262,6370.0,10.7773,121.853,925.0,26.0,333.701,5424.0,3.35,1.33,-0.05,0.89,1
158657354,5986.01,5,5,5,5,1.7,14.7,38.18,3,5986.01,288.153973,44.068815,2459406.492987,38.583588860326,11.040376481567,1.631139,1501.2063652813,6.8872276162749,76.562655175229,754.43876615452,8.700123,639.239,6373.72,4.05962,1.7423100471497,0.23,1.27,0
420779000,5632.01,5,5,5,5,30.8,137.0,40.17,0,5632.01,213.156551,4.059417,2459666.190171,4.2342153119906,2.5166257419024,6.684138,6137.4069869287,7.0962993810264,185.07430883686,940.71113262403,30.451473,141.837,5061.9,4.49667,0.85977798700333,0.028,0.846,0
346338552,1388.01,5,5,5,5,127.5,153.2,317.0,0,1388.01,344.445363,38.674919,2459847.336508,4.4653014,2.494,16.144911,14760.0,14.5338,243.703,1100.0,149.0,158.979,6051.2,4.35,1.18,0.15784,1.126,0
187532854,6377.01,5,5,5,5,28.5,76.3,66.5,3,6377.01,77.869302,37.923226,2459934.8744,1.6513066,0.82,1.90279,1751.0,9.54979,231.366,1086.0,10.0,536.017,5887.6,4.13,1.47,-0.653582,1.068,0
425997655,174.03,5,2,4,4,1.1,6.1,1.65,14,174.03,55.459031,-62.767267,2460184.414244,12.1623316,2.614,0.344233,317.0,1.15643,27.5458,638.0,14.0,39.0341,4813.0,4.38,0.69,-0.19,0.78,0
154258295,5638.01,2,2,4,4,5.6,37.5,8.12,2,5638.01,210.185737,53.123121,2459662.847938,1.0034686,1.56,0.651637,600.0,2.77075,1913.7,1842.0,10.0,276.04,5601.2,4.3,1.16,0.339192,0.99,1
118963720,5461.01,3,3,4,4,14.3,41.9,96.17,15,5461.01,88.788121,18.335697,2459535.991914,7.4603194,2.516,3.338337,3070.0,11.8373,114.587,911.0,10.0,620.87,6034.1,3.88,2.01,0.063,1.12,1
